id_pedido,id_item,descricao,qtd,preco_unitario,preco_baseline
PC000289,3,Placa de desgaste do britador,2,36480.56,34553.88
PC000290,1,Espoleta eletrônica,103,470.01,507.63
PC000290,2,Estopim de segurança,170,386.02,357.28
PC000291,1,Compressor para perfuração,3,97890.68,100065.05
PC000291,2,Punho de perfuração,2,953893.93,854822.98
PC000291,3,"Bit de perfuração 4 1/2""",3,698188.43,625129.19
PC000291,4,"Bit de perfuração 4 1/2""",3,874222.1,834659.52
PC000292,1,Placa de desgaste do britador,8,43910.58,41728.41
PC000292,2,Rolamento de britador,4,12698.7,12476.86
PC000293,1,Emulsão explosiva bombeada,134,143.44,130.39
PC000293,2,Booster 450g,180,18.05,16.63
PC000293,3,Espoleta eletrônica,263,475.03,445.4
PC000293,4,Estopim de segurança,28,319.83,298.65
PC000293,5,Emulsão explosiva bombeada,357,559.32,544.18
PC000294,1,Protetor de pneu OTR,4,66214.58,62834.16
PC000295,1,Frete de cargas indivisíveis,4,12396.92,13968.05
PC000295,2,Locação de caminhão fora de estrada,3,71029.98,64493.92
PC000295,3,Transporte de equipamento pesado,2,27505.28,25466.75
PC000295,4,Frete de cargas indivisíveis,2,19392.81,19160.8
PC000295,5,Frete rodoviário de minério,4,26370.37,27077.54
PC000296,1,Rolamento de britador,7,12630.44,13926.4
PC000296,2,Eixo principal de britador,5,65179.54,59670.47
PC000296,3,Eixo principal de britador,5,60333.87,54608.52
PC000297,1,Correia transportadora EP630 3 lonas,10,21845.54,19880.67
PC000297,2,Tambor de acionamento,9,4392.79,3977.16
PC000297,3,Emenda de correia vulcanizada,3,20318.4,18616.21
PC000297,4,Rolete de carga,12,20479.21,21956.58
PC000297,5,Correia transportadora EP630 3 lonas,2,22511.72,21441.98
PC000298,1,Manta de revestimento de britador,4,16687.61,15883.78
PC000298,2,Rolamento de britador,3,52132.7,49691.97
PC000298,3,Placa de desgaste do britador,6,62349.21,57074.49
PC000299,1,Mandíbula fixa para britador,1,46913.46,42329.16
PC000299,2,Cone de britagem,5,32310.23,29803.88
PC000299,3,Eixo principal de britador,6,52163.78,55280.0
PC000299,4,Eixo principal de britador,3,45508.67,44415.34
PC000300,1,Reforma de redutor industrial,1,8194.46,9251.57
PC000300,2,Inspeção preditiva por análise de vibração,3,30687.82,29579.47
PC000300,3,Inspeção preditiva por análise de vibração,2,8191.98,7693.5
PC000301,1,Respirador semifacial,142,216.6,222.43
PC000301,2,Óculos de segurança ampla visão,491,44.79,50.66
PC000301,3,Bota de segurança com biqueira,183,385.02,344.17
PC000302,1,Inversor de frequência 75kW,22,38211.71,35358.56
PC000302,2,Disjuntor caixa moldada 400A,17,30344.01,33240.55
PC000302,3,Inversor de frequência 75kW,27,35695.93,35079.02
PC000303,1,Cone de britagem,7,40416.54,38588.45
PC000303,2,Rolamento de britador,8,44493.88,41095.98
PC000303,3,Placa de desgaste do britador,7,48981.3,50838.22
PC000303,4,Mandíbula fixa para britador,8,16253.74,14728.03
PC000303,5,Eixo principal de britador,4,30402.85,31682.48
PC000304,1,Protetor auricular tipo plug,277,51.44,60.43
PC000305,1,Cone de britagem,3,51337.19,50594.5
PC000305,2,Eixo principal de britador,2,56924.87,53262.18
PC000305,3,Placa de desgaste do britador,8,57940.89,54814.94
PC000306,1,"Válvula gaveta 12""",2,59263.93,56487.28
PC000306,2,"Válvula borboleta 24""",7,22662.44,25382.36
PC000306,3,Selo mecânico para bomba de polpa,5,50011.59,46099.37
PC000307,1,Pneu OTR 40.00R57,5,53929.6,59533.6
PC000307,2,Pneu OTR 40.00R57,4,48468.99,54189.99
PC000307,3,Protetor de pneu OTR,1,32964.55,37797.3
PC000307,4,Pneu OTR 27.00R49,1,79767.45,76098.31
PC000307,5,Protetor de pneu OTR,4,73912.39,80062.15
PC000308,1,Óculos de segurança ampla visão,103,89.69,95.4
PC000308,2,Capacete de segurança classe B,357,68.43,65.86
PC000309,1,Manta de revestimento de britador,2,9653.45,10697.66
PC000309,2,Cone de britagem,8,38372.76,34448.31
PC000309,3,Mandíbula fixa para britador,1,24746.37,24553.5
PC000309,4,Eixo principal de britador,7,41035.65,40944.15
PC000309,5,Cone de britagem,2,22769.13,20808.44
PC000310,1,Emulsão explosiva bombeada,285,610.25,572.14
PC000310,2,Cordel detonante 10g/m,10,526.32,489.83
PC000311,1,Óleo de motor 15W40,154,729.43,760.6
PC000311,2,Graxa de lítio EP2,149,76.64,86.19
PC000312,1,Espoleta eletrônica,395,382.73,428.16
PC000312,2,Cordel detonante 10g/m,184,141.2,135.85
PC000312,3,Emulsão explosiva bombeada,340,554.57,554.29
PC000313,1,Emenda de correia vulcanizada,11,18604.7,16804.76
PC000314,1,Frete rodoviário de minério,4,31474.26,32156.53
PC000315,1,Punho de perfuração,2,1065568.65,1163372.09
PC000315,2,Perfuratriz hidráulica de superfície,1,94732.9,87991.65
PC000316,1,Bota de segurança com biqueira,311,49.07,51.86
PC000317,1,Óleo hidráulico ISO VG 68,121,28.87,26.71
PC000317,2,Óleo de motor 15W40,87,416.75,403.48
PC000317,3,Graxa de lítio EP2,124,461.02,458.63
PC000317,4,Óleo hidráulico ISO VG 68,17,282.64,268.19
PC000317,5,Óleo hidráulico ISO VG 68,105,176.86,195.28
PC000318,1,Tijolo refratário sílico-aluminoso,21,1463.5,1594.91
PC000318,2,Massa de socaria refratária,90,1941.6,2114.03
PC000318,3,Tijolo refratário sílico-aluminoso,18,2127.11,2068.35
PC000319,1,Mandíbula fixa para britador,2,42643.99,48697.6
PC000319,2,Mandíbula fixa para britador,5,40244.23,39758.41
PC000319,3,Rolamento de britador,1,22578.24,23335.67
PC000320,1,"Bit de perfuração 4 1/2""",3,1191673.02,1130095.03
PC000320,2,Perfuratriz hidráulica de superfície,3,266797.73,295579.08
PC000320,3,Punho de perfuração,3,873017.61,964146.39
PC000321,1,Serviço de movimentação logística interna,2,30875.33,27686.68
PC000322,1,Luva de raspa de couro,14,188.26,185.05
PC000322,2,Protetor auricular tipo plug,269,290.05,288.16
PC000322,3,Capacete de segurança classe B,110,350.23,341.97
PC000323,1,Cordel detonante 10g/m,299,607.33,578.28
PC000323,2,Cordel detonante 10g/m,63,280.54,279.13
PC000323,3,Cordel detonante 10g/m,11,409.3,387.6
PC000323,4,Booster 450g,132,323.49,294.68
PC000323,5,Emulsão explosiva bombeada,115,247.58,247.38
PC000324,1,Placa de desgaste do britador,4,15816.35,18286.9
PC000324,2,Mandíbula fixa para britador,3,26220.5,25670.51
PC000325,1,Manta de revestimento de britador,5,29552.59,31722.59
PC000325,2,Manta de revestimento de britador,7,51594.81,53676.17
PC000325,3,Eixo principal de britador,4,16733.91,17967.43
PC000326,1,Protetor auricular tipo plug,160,270.55,278.04
PC000326,2,Óculos de segurança ampla visão,456,54.84,51.25
PC000326,3,Bota de segurança com biqueira,117,281.11,256.74
PC000326,4,Bota de segurança com biqueira,43,56.47,65.26
PC000326,5,Protetor auricular tipo plug,201,185.41,178.52
PC000327,1,Disjuntor caixa moldada 400A,8,41424.06,40290.83
PC000327,2,Motor elétrico 250cv,10,18462.97,19241.02
PC000328,1,Booster 450g,272,398.38,377.22
PC000328,2,Cordel detonante 10g/m,198,451.24,485.05
PC000328,3,Emulsão explosiva bombeada,236,155.91,149.47
PC000328,4,Espoleta eletrônica,160,546.64,507.45
PC000329,1,Pneu OTR 40.00R57,3,78924.91,71655.22
PC000329,2,Câmara de ar para pneu OTR,6,53425.98,61490.45
PC000329,3,Protetor de pneu OTR,1,68666.95,73445.48
PC000330,1,Rolamento de britador,4,35752.2,32670.79
PC000330,2,Rolamento de britador,8,22372.62,25714.3
PC000330,3,Cone de britagem,7,20164.86,18898.41
PC000331,1,Estopim de segurança,125,270.97,258.46
PC000331,2,Cordel detonante 10g/m,163,178.86,203.73
PC000331,3,Estopim de segurança,88,626.62,586.62
PC000332,1,Câmara de ar para pneu OTR,4,27221.1,25821.96
PC000332,2,Protetor de pneu OTR,1,30989.29,30342.5
PC000333,1,Rolamento de britador,1,25472.33,27169.92
PC000333,2,Rolamento de britador,7,14715.14,16165.84
PC000333,3,Manta de revestimento de britador,2,28927.04,28227.63
PC000333,4,Eixo principal de britador,5,32210.68,30474.44
PC000334,1,Cordel detonante 10g/m,83,293.98,274.09
PC000335,1,Motor elétrico 250cv,21,43002.19,39668.53
PC000335,2,Disjuntor caixa moldada 400A,13,28244.99,27663.63
PC000335,3,Disjuntor caixa moldada 400A,6,42744.47,40518.41
PC000336,1,Protetor de pneu OTR,6,77977.99,70310.72
PC000337,1,Mandíbula fixa para britador,3,22316.5,21143.86
PC000337,2,Rolamento de britador,8,30677.01,27820.09
PC000337,3,Cone de britagem,1,7366.78,8558.34
PC000337,4,Manta de revestimento de britador,8,30175.78,33207.48
PC000337,5,Manta de revestimento de britador,8,16837.73,15293.3
PC000338,1,Pneu OTR 40.00R57,2,44114.47,49727.38
PC000338,2,Pneu OTR 27.00R49,4,74803.5,68165.45
PC000338,3,Pneu OTR 27.00R49,4,72565.14,67704.96
PC000339,1,Mandíbula fixa para britador,6,51051.47,50667.38
PC000340,1,Manta de revestimento de britador,4,52305.81,56585.02
PC000340,2,Placa de desgaste do britador,4,13209.59,13506.04
PC000340,3,Placa de desgaste do britador,6,8203.84,8623.03
PC000341,1,Placa de desgaste do britador,5,64685.12,57869.8
PC000341,2,Cone de britagem,7,46851.31,43250.83
PC000341,3,Placa de desgaste do britador,3,42604.24,41038.38
PC000342,1,Pneu OTR 27.00R49,5,67169.09,68733.3
PC000342,2,Pneu OTR 27.00R49,3,36044.03,35020.54
PC000342,3,Protetor de pneu OTR,1,28580.42,27903.99
PC000342,4,Protetor de pneu OTR,2,56886.31,64226.8
PC000342,5,Pneu OTR 27.00R49,6,76193.93,81167.9
PC000343,1,Haste de perfuração T45,1,267261.29,310515.53
PC000343,2,Punho de perfuração,3,745085.4,859831.41
PC000343,3,Compressor para perfuração,2,287785.25,285570.93
PC000344,1,Cone de britagem,4,17970.24,20288.13
PC000344,2,Manta de revestimento de britador,3,43572.26,45527.04
PC000344,3,Cone de britagem,5,24580.29,22838.35
PC000344,4,Manta de revestimento de britador,8,12741.99,12160.83
PC000344,5,Manta de revestimento de britador,8,33681.22,30951.56
PC000345,1,"Bit de perfuração 4 1/2""",3,260242.63,276783.24
PC000345,2,Compressor para perfuração,2,737974.67,709599.15
PC000345,3,Punho de perfuração,1,247802.96,253291.39
PC000345,4,Compressor para perfuração,3,991515.76,892386.82
PC000345,5,Punho de perfuração,3,536225.38,497922.29
PC000346,1,Compressor para perfuração,2,983302.4,943822.82
PC000346,2,Compressor para perfuração,3,917587.12,851108.12
PC000346,3,"Bit de perfuração 4 1/2""",3,395816.95,356406.83
PC000346,4,Haste de perfuração T45,3,778514.71,871346.03
PC000347,1,Eixo principal de britador,2,43489.45,41508.66
PC000347,2,Rolamento de britador,2,32342.24,34963.93
PC000348,1,Pneu OTR 40.00R57,1,66441.86,63804.98
PC000349,1,Manta de revestimento de britador,7,38403.01,35298.02
PC000350,1,Manta de revestimento de britador,3,20240.34,18448.92
PC000350,2,Eixo principal de britador,5,62239.61,59113.25
PC000350,3,Rolamento de britador,2,50066.19,53154.82
PC000351,1,Mandíbula fixa para britador,5,42585.84,47093.53
PC000351,2,Eixo principal de britador,2,19830.97,18975.55
PC000352,1,Pneu OTR 27.00R49,2,89645.53,85751.36
PC000352,2,Protetor de pneu OTR,3,80891.51,80861.58
PC000352,3,Pneu OTR 27.00R49,6,78391.15,78150.32
PC000353,1,Bomba centrífuga multiestágio,7,42220.06,47065.42
PC000353,2,Bomba centrífuga multiestágio,1,50548.37,45279.97
PC000353,3,Bomba de polpa 8/6,8,19885.42,18265.21
PC000353,4,Bomba de polpa 8/6,6,34890.02,31384.35
PC000353,5,Selo mecânico para bomba de polpa,7,21473.34,22335.75
PC000354,1,Cordel detonante 10g/m,238,610.78,573.57
PC000354,2,Emulsão explosiva bombeada,118,121.63,112.21
PC000355,1,Perfuratriz hidráulica de superfície,1,986580.04,885475.98
PC000355,2,Perfuratriz hidráulica de superfície,3,252246.85,232047.2
PC000355,3,Punho de perfuração,3,409783.18,452737.25
PC000356,1,Pneu OTR 27.00R49,4,73537.91,76208.22
PC000356,2,Pneu OTR 27.00R49,1,27164.22,24418.04
PC000356,3,Pneu OTR 27.00R49,5,49569.17,44477.07
PC000356,4,Protetor de pneu OTR,3,24738.44,22455.72
PC000356,5,Pneu OTR 40.00R57,3,81773.05,73532.22
PC000357,1,Cordel detonante 10g/m,122,327.98,305.9
PC000357,2,Estopim de segurança,392,437.24,403.23
PC000357,3,Estopim de segurança,173,196.5,193.63
PC000358,1,Reforma de redutor industrial,2,88658.36,100206.74
PC000358,2,Serviço de solda especializada,1,122592.22,111163.15
PC000358,3,Serviço de manutenção preventiva de britador,3,130240.67,118204.8
PC000359,1,Raspador de correia primário,9,15977.74,18578.73
PC000360,1,Espoleta eletrônica,345,96.29,108.25
PC000360,2,Emulsão explosiva bombeada,84,138.52,135.34
PC000360,3,Cordel detonante 10g/m,195,474.58,438.86
PC000360,4,Emulsão explosiva bombeada,202,628.48,570.83
PC000361,1,Booster 450g,331,421.38,436.86
PC000361,2,Booster 450g,260,193.91,189.98
PC000362,1,Serviço de solda especializada,4,45789.79,47242.15
PC000362,2,Inspeção preditiva por análise de vibração,2,8173.62,7648.08
PC000362,3,Serviço de solda especializada,1,88357.83,96349.53
PC000363,1,Óleo de motor 15W40,184,45.0,42.28
PC000363,2,Óleo hidráulico ISO VG 68,130,86.18,80.94
PC000363,3,Graxa de lítio EP2,197,757.52,683.86
PC000363,4,Óleo de engrenagem ISO 320,158,583.82,633.31
PC000364,1,Óculos de segurança ampla visão,73,164.66,181.1
PC000365,1,Eixo principal de britador,6,36665.09,35178.65
PC000365,2,Mandíbula fixa para britador,4,44007.36,43772.38
PC000365,3,Manta de revestimento de britador,4,15763.55,15366.7
PC000365,4,Rolamento de britador,4,34322.25,38772.72
PC000365,5,Manta de revestimento de britador,2,32769.35,36592.13
PC000366,1,Inspeção preditiva por análise de vibração,3,122227.82,119466.32
PC000367,1,Manutenção corretiva de bomba de polpa,1,109476.16,115862.04
PC000367,2,Serviço de manutenção preventiva de britador,1,86964.0,83657.61
PC000367,3,Reforma de redutor industrial,3,111487.1,109563.22
PC000367,4,Serviço de solda especializada,3,5239.04,6134.28
PC000368,1,Raspador de correia primário,2,15377.22,13930.56
PC000368,2,Emenda de correia vulcanizada,5,16098.7,15775.47
PC000368,3,Raspador de correia primário,3,10728.04,9611.56
PC000368,4,Rolete de carga,9,16358.95,15473.5
PC000369,1,Serviço de solda especializada,3,77801.52,86362.78
PC000370,1,Bomba de polpa 8/6,2,68947.07,66453.19
PC000370,2,Selo mecânico para bomba de polpa,2,7429.81,7676.79
PC000370,3,Bomba de polpa 8/6,1,7053.22,8209.5
PC000371,1,Placa de desgaste do britador,4,60110.92,55366.09
PC000371,2,Eixo principal de britador,6,23061.69,20699.76
PC000372,1,Bomba de polpa 8/6,2,25477.69,27275.94
PC000372,2,Bomba centrífuga multiestágio,7,30696.22,35946.78
PC000373,1,Haste de perfuração T45,2,340384.14,318633.86
PC000373,2,Perfuratriz hidráulica de superfície,2,1189926.44,1120602.09
PC000373,3,Perfuratriz hidráulica de superfície,2,1087041.95,1079593.18
PC000374,1,Pneu OTR 40.00R57,1,25553.56,25296.32
PC000374,2,Câmara de ar para pneu OTR,4,27419.36,26916.67
PC000374,3,Pneu OTR 40.00R57,2,48393.7,51890.3
PC000375,1,"Válvula gaveta 12""",1,27385.52,26748.48
PC000375,2,Bomba de polpa 8/6,5,4608.39,5217.3
PC000375,3,Bomba centrífuga multiestágio,3,52935.52,47468.83
PC000375,4,"Válvula gaveta 12""",2,33891.96,30923.93
PC000376,1,Óleo hidráulico ISO VG 68,32,672.1,718.62
PC000377,1,Punho de perfuração,2,366080.89,396090.17
PC000377,2,Perfuratriz hidráulica de superfície,1,846048.46,896758.4
PC000377,3,Haste de perfuração T45,2,1042367.65,1193567.91
PC000377,4,Punho de perfuração,2,944539.75,871236.21
PC000378,1,Capacete de segurança classe B,108,349.85,325.75
PC000378,2,Respirador semifacial,452,26.37,25.43
PC000378,3,Óculos de segurança ampla visão,128,84.47,83.85
PC000379,1,Respirador semifacial,468,23.61,24.26
PC000379,2,Capacete de segurança classe B,174,89.28,80.5
PC000379,3,Protetor auricular tipo plug,230,74.33,71.22
PC000380,1,Serviço de manutenção preventiva de britador,3,29289.92,32399.01
PC000380,2,Manutenção corretiva de bomba de polpa,1,20294.75,20005.82
PC000380,3,Manutenção corretiva de bomba de polpa,2,27508.45,27186.66
PC000381,1,Raspador de correia primário,3,6187.08,6005.11
PC000382,1,Rolete de carga,9,18968.24,20085.8
PC000382,2,Rolete de carga,5,2812.76,2567.96
PC000382,3,Raspador de correia primário,12,21960.46,20641.54
PC000382,4,Emenda de correia vulcanizada,2,5638.13,5389.68
PC000382,5,Raspador de correia primário,7,15446.86,15769.63
PC000383,1,Estopim de segurança,142,169.07,190.41
PC000383,2,Emulsão explosiva bombeada,70,106.87,112.61
PC000383,3,Espoleta eletrônica,337,110.14,99.11
PC000383,4,Estopim de segurança,36,340.23,389.74
PC000383,5,Espoleta eletrônica,69,11.56,12.82
PC000384,1,Inspeção preditiva por análise de vibração,1,71887.48,76984.86
PC000384,2,Manutenção corretiva de bomba de polpa,2,30806.94,34438.53
PC000384,3,Inspeção preditiva por análise de vibração,1,98096.64,88099.25
PC000385,1,Protetor de pneu OTR,4,36218.38,34684.07
PC000385,2,Pneu OTR 40.00R57,1,58965.81,53709.2
PC000386,1,Luva de raspa de couro,361,209.54,215.88
PC000386,2,Bota de segurança com biqueira,242,322.76,318.92
PC000386,3,Óculos de segurança ampla visão,80,275.12,256.55
PC000386,4,Respirador semifacial,206,16.46,15.08
PC000387,1,Emulsão explosiva bombeada,64,364.77,330.91
PC000388,1,Correia transportadora EP630 3 lonas,4,3024.89,2813.07
PC000388,2,Raspador de correia primário,1,19662.34,20885.74
PC000389,1,Rolamento de britador,7,48441.2,43711.85
PC000389,2,Cone de britagem,3,50928.79,59519.94
PC000389,3,Mandíbula fixa para britador,6,11166.91,11967.08
PC000390,1,Placa de desgaste do britador,5,22483.04,26116.06
PC000390,2,Mandíbula fixa para britador,6,61333.36,56509.86
PC000390,3,Manta de revestimento de britador,1,57738.02,52809.13
PC000391,1,Rolete de carga,7,23286.46,24050.25
PC000391,2,Emenda de correia vulcanizada,3,17891.14,19537.08
PC000391,3,Rolete de carga,12,26223.02,24361.95
PC000391,4,Raspador de correia primário,11,21040.78,23157.72
PC000391,5,Correia transportadora EP630 3 lonas,9,13437.21,13076.13
PC000392,1,Bota de segurança com biqueira,195,9.0,8.98
PC000392,2,Protetor auricular tipo plug,252,337.9,335.5
PC000393,1,Haste de perfuração T45,1,968974.77,1007160.42
PC000393,2,Perfuratriz hidráulica de superfície,2,946973.42,901051.3
PC000394,1,Manta de revestimento de britador,4,13179.87,12007.4
PC000394,2,Cone de britagem,3,29555.69,32427.77
PC000395,1,Perfuratriz hidráulica de superfície,3,122977.67,115973.4
PC000396,1,Compressor para perfuração,2,1087335.28,1123224.26
PC000396,2,Compressor para perfuração,1,918441.29,912310.91
PC000397,1,Rolete de carga,7,5790.33,5373.37
PC000397,2,Tambor de acionamento,5,3649.09,4047.42
PC000397,3,Rolete de carga,1,6887.7,7128.95
PC000397,4,Rolete de carga,10,1797.57,1757.96
PC000398,1,Óleo de engrenagem ISO 320,16,63.01,67.04
PC000398,2,Fluido refrigerante concentrado,197,259.76,272.1
PC000398,3,Óleo de engrenagem ISO 320,190,300.13,336.36
PC000398,4,Graxa de lítio EP2,109,858.23,809.45
PC000399,1,Manta de revestimento de britador,8,13478.09,12095.15
PC000399,2,Manta de revestimento de britador,4,54600.67,49988.75
PC000400,1,Placa de desgaste do britador,5,28118.94,26736.45
PC000400,2,Manta de revestimento de britador,7,21921.84,20433.75
PC000400,3,Cone de britagem,8,11502.25,13065.11
PC000401,1,Fluido refrigerante concentrado,152,328.06,342.91
PC000401,2,Fluido refrigerante concentrado,71,969.19,887.88
PC000401,3,Fluido refrigerante concentrado,171,930.84,833.64
PC000402,1,Pneu OTR 27.00R49,3,56964.75,54898.51
PC000402,2,Pneu OTR 27.00R49,6,52777.53,47749.98
PC000402,3,Pneu OTR 27.00R49,5,77524.67,88375.08
PC000402,4,Protetor de pneu OTR,2,76198.48,79420.3
PC000403,1,"Válvula borboleta 24""",2,12545.32,14668.45
PC000404,1,Rolamento de britador,8,14857.11,13944.97
PC000404,2,Eixo principal de britador,3,40297.29,41291.25
PC000404,3,Rolamento de britador,7,12310.22,11244.81
PC000405,1,Compressor para perfuração,1,163211.22,157570.14
PC000406,1,Protetor de pneu OTR,3,27623.35,29846.4
PC000406,2,Câmara de ar para pneu OTR,5,60121.75,67595.8
PC000406,3,Pneu OTR 40.00R57,6,63038.27,59062.81
PC000407,1,Serviço de movimentação logística interna,2,76457.33,72134.08
PC000408,1,Óleo de motor 15W40,29,58.21,56.93
PC000408,2,Graxa de lítio EP2,47,524.79,550.83
PC000408,3,Óleo hidráulico ISO VG 68,178,463.09,529.73
PC000408,4,Fluido refrigerante concentrado,82,893.87,809.57
PC000408,5,Óleo de motor 15W40,171,937.12,899.17
PC000409,1,Rolamento de britador,7,30141.71,27841.29
PC000409,2,Mandíbula fixa para britador,5,49347.19,44508.82
PC000409,3,Eixo principal de britador,2,44695.83,49908.87
PC000410,1,"Válvula gaveta 12""",10,62711.33,56896.27
PC000410,2,"Válvula borboleta 24""",4,55694.29,54939.42
PC000410,3,"Válvula borboleta 24""",2,27623.2,26166.42
PC000410,4,Bomba centrífuga multiestágio,1,69939.39,65924.13
PC000410,5,"Válvula gaveta 12""",5,25786.25,23249.28
PC000411,1,Eixo principal de britador,6,17731.45,16861.36
PC000411,2,Eixo principal de britador,7,19809.83,18018.34
PC000411,3,Manta de revestimento de britador,7,16425.46,14701.26
PC000411,4,Mandíbula fixa para britador,7,57904.65,55016.91
PC000412,1,Placa de desgaste do britador,6,17166.3,18595.65
PC000412,2,Mandíbula fixa para britador,3,10490.12,9446.55
PC000412,3,Placa de desgaste do britador,7,10414.34,9315.07
PC000413,1,Correia transportadora EP630 3 lonas,12,21663.97,19830.68
PC000413,2,Raspador de correia primário,5,3370.27,3449.64
PC000414,1,Mandíbula fixa para britador,8,53216.19,51920.43
PC000414,2,Placa de desgaste do britador,8,52244.87,49362.96
PC000415,1,Punho de perfuração,2,82792.56,91357.13
PC000415,2,Punho de perfuração,1,197522.02,211272.0
PC000416,1,Protetor auricular tipo plug,21,189.96,185.15
PC000416,2,Capacete de segurança classe B,68,303.32,315.31
PC000416,3,Luva de raspa de couro,382,230.94,244.53
PC000416,4,Óculos de segurança ampla visão,498,42.54,39.45
PC000416,5,Luva de raspa de couro,391,317.01,284.68
PC000417,1,Fluido refrigerante concentrado,84,150.6,169.95
PC000417,2,Óleo de motor 15W40,119,434.52,395.77
PC000417,3,Óleo de engrenagem ISO 320,32,594.25,556.38
PC000417,4,Óleo de motor 15W40,166,821.11,741.92
PC000417,5,Óleo de motor 15W40,69,469.87,538.51
PC000418,1,Emulsão explosiva bombeada,120,349.96,398.29
PC000419,1,Protetor auricular tipo plug,155,216.46,213.82
PC000419,2,Capacete de segurança classe B,376,238.18,215.9
PC000419,3,Protetor auricular tipo plug,303,341.72,313.29
PC000419,4,Óculos de segurança ampla visão,426,102.87,117.48
PC000420,1,Eixo principal de britador,4,34036.55,37973.52
PC000420,2,Rolamento de britador,1,48235.22,55405.44
PC000420,3,Placa de desgaste do britador,1,54839.38,54583.14
PC000420,4,Placa de desgaste do britador,1,10167.98,11611.61
PC000420,5,Eixo principal de britador,5,23353.53,22283.02
PC000421,1,"Válvula gaveta 12""",10,8234.0,9435.19
PC000421,2,"Válvula gaveta 12""",2,75609.81,69563.98
PC000421,3,Selo mecânico para bomba de polpa,3,9263.92,8441.13
PC000422,1,Óculos de segurança ampla visão,48,107.52,98.19
PC000422,2,Capacete de segurança classe B,148,264.23,246.94
PC000422,3,Óculos de segurança ampla visão,74,105.97,117.21
PC000423,1,Emulsão explosiva bombeada,384,260.45,295.83
PC000423,2,Cordel detonante 10g/m,190,367.35,340.41
PC000423,3,Emulsão explosiva bombeada,365,58.29,57.87
PC000424,1,"Válvula gaveta 12""",8,47324.56,46732.03
PC000424,2,Selo mecânico para bomba de polpa,4,59303.11,64377.06
PC000424,3,"Válvula borboleta 24""",9,16337.37,16203.9
PC000425,1,Protetor de pneu OTR,1,80421.44,82375.06
PC000425,2,Protetor de pneu OTR,3,37496.15,37121.67
PC000426,1,"Válvula borboleta 24""",7,53741.54,51910.11
PC000427,1,Luva de raspa de couro,122,50.66,47.39
PC000428,1,Rolete de carga,4,19350.73,18747.22
PC000429,1,"Bit de perfuração 4 1/2""",1,680451.63,643628.97
PC000430,1,Óleo hidráulico ISO VG 68,114,300.07,317.3
PC000430,2,Fluido refrigerante concentrado,48,663.44,619.3
PC000430,3,Óleo hidráulico ISO VG 68,154,27.35,25.88
PC000430,4,Óleo de motor 15W40,9,573.62,521.36
PC000431,1,Espoleta eletrônica,386,235.64,218.26
PC000431,2,Espoleta eletrônica,196,291.93,281.75
PC000431,3,Estopim de segurança,275,518.02,467.42
PC000431,4,Emulsão explosiva bombeada,257,85.14,78.3
PC000432,1,Emulsão explosiva bombeada,115,384.88,449.69
PC000432,2,Booster 450g,150,584.71,527.76
PC000432,3,Espoleta eletrônica,279,119.68,114.87
PC000433,1,Emulsão explosiva bombeada,242,359.57,345.2
PC000433,2,Cordel detonante 10g/m,14,322.46,305.37
PC000433,3,Espoleta eletrônica,277,626.67,580.4
PC000433,4,Emulsão explosiva bombeada,259,181.84,181.5
PC000434,1,Eixo principal de britador,1,19876.99,21074.54
PC000434,2,Placa de desgaste do britador,3,58577.44,57591.63
PC000435,1,"Bit de perfuração 4 1/2""",2,1100179.07,1162935.63
PC000435,2,"Bit de perfuração 4 1/2""",3,462895.56,428024.1
PC000435,3,Compressor para perfuração,3,242954.42,235877.52
PC000435,4,Compressor para perfuração,3,285666.64,303465.96
PC000436,1,Eixo principal de britador,7,34046.49,32260.73
PC000436,2,Eixo principal de britador,1,63031.24,57789.57
PC000436,3,Eixo principal de britador,5,51094.5,48904.87
PC000436,4,Placa de desgaste do britador,5,10946.84,10783.87
PC000437,1,Câmara de ar para pneu OTR,5,22946.91,25012.73
PC000437,2,Pneu OTR 27.00R49,1,28383.23,26743.87
PC000437,3,Protetor de pneu OTR,6,28955.58,32764.64
PC000438,1,Pneu OTR 27.00R49,5,66169.07,67519.78
PC000438,2,Protetor de pneu OTR,5,22936.62,24974.18
PC000438,3,Pneu OTR 40.00R57,4,20409.49,22007.03
PC000438,4,Protetor de pneu OTR,2,86354.43,78603.9
PC000439,1,Eixo principal de britador,8,31895.7,32984.26
PC000439,2,Mandíbula fixa para britador,8,25200.29,27101.65
PC000439,3,Rolamento de britador,8,29778.24,29678.62
PC000440,1,"Bit de perfuração 4 1/2""",2,1258838.08,1158332.11
PC000441,1,Estopim de segurança,209,301.22,313.67
PC000441,2,Espoleta eletrônica,183,286.92,282.18
PC000441,3,Booster 450g,211,55.13,52.11
PC000441,4,Estopim de segurança,320,443.94,399.48
PC000441,5,Espoleta eletrônica,142,75.4,88.1
PC000442,1,Cone de britagem,2,46065.74,42593.57
PC000442,2,Manta de revestimento de britador,4,64218.78,59029.08
PC000442,3,Rolamento de britador,2,47336.78,54789.3
PC000443,1,Placa de desgaste do britador,3,25819.58,24700.28
PC000443,2,Manta de revestimento de britador,4,19658.09,18177.33
PC000444,1,Massa de socaria refratária,29,633.95,572.57
PC000445,1,Punho de perfuração,1,749186.35,718814.48
